kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
11673686,2,,2.30942,6.45E-07,133.377,0.000115351,0.2961,0.2898,5.372,0.01369,1230,7.846,179.6,6.322,0.119,1970,427,,,6195,174,3.94,0.37,1.781,0.765,AFP
6691169,1,,63.0943,0.00135841,158.114,0.0182323,0.615,4.038,8.099,1.981,430,44.78,9.555,2.886,2.143,573,170,,,6622,334,4.33,0.34,1.325,0.773,PC
9642894,2,,0.526108,2.04E-05,131.977,0.0045904,0.9403,0.4937,1.318,4.047,22.04,5.392,5.676,1.06,0.6459,3610,1080,,,7266,323,4.08,0.34,1.876,1.107,AFP
5217733,1,,161.254,0.000340055,189.098,0.00167029,0.1334,0.02205,24.27,0.05168,93820,441.2,183.5,58.33,0.1364,648,235,,,9302,381,4.23,0.4,1.856,1.335,AFP
4375101,1,,61.2596,9.97E-06,140.699,0.000125636,0.7099,0.05879,12.3,0.007864,236000,205.9,2785,53.31,3.377,447,92.1,,,5912,179,4.53,0.29,0.889,0.362,AFP
10082844,2,,0.694529,1.09E-05,131.76,0.00211127,0.6611,0.9746,2.552,1.115,49.4,8.011,9.214,1.778,0.3136,4570,1030,,,9629,407,4.07,0.27,2.37,1.046,UNK
11027270,1,,0.531076,1.08E-05,131.539,0.00125477,0.04932,62.14,1.904,1.248,18.55,2.738,9.645,0.9482,0.5159,3890,694,,,7163,254,3.91,0.28,2.177,0.76,AFP
6462863,3,,10.4237,7.21E-06,138.009,0.000576929,0.7227,0.1041,5.337,0.08405,784.1,5.667,138.7,4.011,0.1275,1010,135,,,6181,136,4.23,0.16,1.331,0.35,PC
5779852,1,,252.08,0.000298026,240.234,0.000897747,0.9902,0.07497,4.028,0.082,5421,63.85,105.9,12.74,5.514,318,69,,,6348,208,4.43,0.29,1.014,0.435,PC
9520443,1,,0.990134,3.75E-06,132.033,0.000622496,0.9014,0.288,0.8727,0.1533,382,22.66,26.35,1.84,0.6232,1450,124,,,5072,168,4.59,0.1,0.761,0.12,AFP
3247039,1,,0.517622,8.69E-06,131.932,0.0019191,0.1,51.76,1.611,1.17,198,22.08,13.38,3.518,3.444,4260,758,,,7563,298,3.89,0.21,2.481,0.862,AFP
7119080,2,,13.5994,2.68E-05,142.652,0.0016924,0.4929,3.103,2.446,0.3881,1337,34,40.67,2.843,1.486,637,554,,,5214,205,4.53,0.82,0.766,1.332,AFP
5819178,1,,0.991101,9.78E-06,132.264,0.00304128,0.9079,0.6302,2.041,2.028,49.07,5.674,11.02,1.817,0.9406,3160,679,,,7282,322,3.96,0.25,2.216,0.933,AFP
5769810,1,,8.97376,4.54E-05,139.741,0.00394688,0.6981,1.286,2.023,0.1572,106,10.17,10.44,1.632,0.5252,1160,324,,,6543,233,4.2,0.31,1.48,0.82,PC
6699368,1,,3.69032,3.27E-06,131.543,0.000485896,0.6535,0.5555,1.013,0.04564,433.5,13.13,44.95,2.339,0.2968,1280,276,,,6120,192,4.39,0.28,1.054,0.449,AFP
11336883,1,,7.16896,2.15E-05,135.675,0.00217975,0.4497,2.057,4.57,0.08402,107.4,3.685,29.63,1.609,0.3756,1210,151,,,6233,153,4.17,0.16,1.519,0.371,PC
10489265,1,,1.97599,2.59E-05,131.723,0.0054851,0.7042,1.927,5.695,3.077,302,32.34,9.719,5.108,2.488,2970,505,,,7956,310,3.84,0.26,2.743,0.907,NTP
8321270,1,,6.49645,9.07E-05,137.809,0.0107382,0.1409,24.44,18.47,8.017,97.43,8.274,11.65,0.9783,0.7726,977,0.00455,,,5780,0,4.44,0,1,0,AFP
6387591,1,,1.13481,8.63E-06,132.43,0.00255519,0.5,2.394,3.501,1.139,66.26,5.484,14.05,2.533,1.058,2750,1030,,,5057,136,3.4,0.39,3.069,2.285,AFP
5444384,2,,8.35704,0,132.663,0,0.1,0,2,0,3067,0,-1,5.775,0,936,0,,,6028,227,4.46,0.29,1.047,0.455,UNK
7502559,3,,1.04997,1.07E-05,131.808,0.00172955,0.2819,7.06,3.184,1.031,105.3,14.53,9.388,2.893,1.063,3520,614,,,7693,305,3.87,0.23,2.765,0.94,NTP
8038609,1,,1.41674,2.70E-05,131.952,0.0114652,0.6797,0.8526,7.99,8.226,67.09,8.133,7.914,3.149,0.6553,3690,622,,,7776,300,3.63,0.25,3.61,1.184,UNK
2854948,1,,0.974299,3.12E-06,132.386,0.000465291,0.6748,0.8996,0.9358,0.09341,1202,58.57,35.04,2.972,0.7325,1660,359,,,5695,191,4.57,0.28,0.799,0.342,NTP
5611160,2,,0.54253,1.04E-05,131.656,0.00493734,0.8868,0.08081,2.059,0.581,269.2,31.65,12.62,3.504,0.2796,3480,802,,,6977,239,4.04,0.26,1.856,0.846,UNK
8167978,2,,22.0527,1.26E-05,142.387,0.000475581,0.9826,0.06861,3.334,0.04196,10450,73.76,183.4,12.82,3.734,553,101,,,5514,208,4.61,0.2,0.743,0.265,AFP
4931073,4,,0.580078,0,131.692,0,0.1,0,2,0,142.2,0,-1,1.677,0,2870,0,,,6689,222,4.25,0.33,1.393,0.828,UNK
9099927,3,,12.1904,9.40E-05,135.718,0.00607327,0.4567,1.602,14.83,0.2621,56.08,5.627,10.36,2.157,0.3615,1480,353,,,6853,211,3.7,0.43,2.795,1.324,AFP
8509694,1,,1.84782,5.19E-06,132.601,0.00093243,0.5,1.355,1.205,0.03268,53.89,3.519,20.42,2.313,0.3474,3430,603,,,8617,336,3.78,0.26,3.018,1.035,AFP
6286161,2,,14.5418,4.04E-06,144.27,0.000282356,0.4941,0.002097,8.982,0.00815,140000,123.5,1370,44.61,0.03059,835,163,,,5997,206,4.3,0.24,1.148,0.441,AFP
7281411,1,,0.566786,9.99E-06,131.82,0.0021583,0.7653,1.894,1.787,2.188,105.1,12.92,13.78,0.7175,0.5476,1740,165,,,5277,196,4.62,0.14,0.64,0.112,NTP
10590285,1,,459.231,0.0121035,260.393,0.0173006,0.7631,4.369,3.983,3.879,813.2,308.5,4.833,3.272,5.626,247,48.9,,,5899,177,4.39,0.26,1.051,0.411,NTP
7553237,2,,0.631203,7.76E-06,131.59,0.00104448,0.2721,4.773,1.93,0.4341,46.12,4.953,12.68,1.222,0.292,3270,1120,,,7219,294,4.14,0.38,1.762,1.195,AFP
7117513,1,,0.566778,9.36E-06,131.846,0.00238521,0.4728,5.238,2.003,1.607,96.23,13,11.53,1.011,0.6853,2270,459,,,6046,230,4.48,0.28,1.007,0.4,NTP
8462258,1,,3.61153,9.20E-06,133.338,0.00218582,0.9535,0.00596,6.299,0.0502,1795,31.39,77.48,4.537,0.171,1000,169,,,5203,213,4.5,0.3,0.802,0.262,AFP
2168333,1,,0.596465,8.75E-06,131.901,0.00201934,0.7,1.05,2,0.981,73.1,7.89,11.94,2.889,0.7065,4840,805,,,8363,358,3.8,0.26,3.149,1.013,UNK
9236858,1,,2.53708,4.26E-08,134.005,1.02E-05,0.455,0.0001851,4.687,0.0005526,238200,57.18,4817,71.93,0.008903,1770,528,,,6731,243,4.25,0.34,1.405,0.833,AFP
4840675,1,,0.745547,1.23E-05,132.209,0.0042121,0.1,95.81,2.71,5.834,13.56,1.839,9.064,1.522,2.923,4620,1050,,,7336,305,3.51,0.39,4.131,1.849,AFP
5560731,1,,1.60346,2.96E-05,131.825,0.00821554,0.8778,0.6154,5.498,10.43,18.04,2.488,7.452,0.7576,0.2952,2170,572,,,6680,237,4.15,0.29,1.556,0.814,AFP
9836073,4,,1.49458,0,132.281,0,0.1,0,3.5,0,138.4,0,-1,2.303,0,2700,0,,,7705,307,4.1,0.36,1.927,1.204,AFP
11197126,1,,4.49449,5.82E-06,134.778,0.000810007,0.4734,1.717,1.389,0.041,216.7,7.433,33.96,4.471,1.34,1590,362,,,5114,183,3.65,0.37,3.006,1.353,AFP
5792202,4,,269.291,0.00301637,285.631,0.00760452,0.4785,1.736,10.58,1.097,1811,132.1,13.88,3.7,1.121,242,8.09,,,5325,107,4.56,0.04,0.863,0.046,PC
7842621,2,,0.899613,7.18E-06,131.689,0.00242501,0.3,6.384,3.296,1.695,23.73,1.929,15.67,1.742,0.6598,4270,728,,,7841,311,3.65,0.26,3.517,1.167,UNK
8442040,2,,0.869867,1.28E-05,131.726,0.00486048,0.6889,3.075,3.031,4.438,52.69,7.522,10.65,1.176,0.8648,2550,743,,,6517,221,4.18,0.32,1.517,0.878,AFP
8822216,2,,151.865,0.00100338,143.311,0.00570065,0.5514,1.847,8.785,0.9256,794.4,41.7,17.74,2.59,0.893,318,53.7,,,5713,159,4.54,0.26,0.893,0.297,PC
6049190,1,,70.4682,0.000285343,189.158,0.00339187,0.1917,9.949,6.657,0.7279,918.3,24.47,40.82,3.487,1.317,514,145,,,6458,252,4.39,0.33,1.142,0.638,PC
5347537,1,,345.185,8.64E-05,228.841,0.00016544,0.9393,0.02372,6.491,0.01926,31470,62.96,674.6,25.67,1.61,257,50.4,,,5712,185,4.42,0.26,0.971,0.376,UNK
5301091,2,,3.29875,5.38E-05,133.09,0.0112468,0.9015,0.1347,10.15,4.925,32.39,2.91,11.3,0.9256,0.1101,1580,454,,,6510,272,4.23,0.31,1.391,0.793,AFP
7867348,3,,4.21461,2.88E-05,131.961,0.00516847,0.9972,0.03402,7.343,0.3722,1096,64.71,14.44,9.076,3.68,1530,433,,,6616,268,4.18,0.31,1.511,0.848,UNK
6431624,1,,0.80508,1.47E-05,132.014,0.00747382,0.04631,76.27,5.353,14.26,28.53,4.201,8.297,0.3988,0.4135,1550,1200,,,4945,145,4.53,0.82,0.773,1.199,NTP
7877820,2,,9.44943,2.74E-06,132.451,0.000237999,1,0.0126,6.099,0.1274,9758,593.9,1130,24.94,2.095,1150,280,,,6558,206,4.17,0.26,1.431,0.689,AFP
9963667,2,,1.49783,1.89E-05,132.731,0.00573558,0.7003,1.553,5.136,4.061,33.22,3.844,10.1,1.453,0.5125,3160,611,,,8431,351,4.01,0.26,2.351,0.888,AFP
8044008,1,,0.779548,6.51E-05,131.744,0.0252676,0.8956,1.602,2.14,9.545,5.741,4.176,1.725,0.2226,0.294,1890,952,,,5834,206,4.48,0.57,0.796,0.8,AFP
8081482,1,,2.81945,7.56E-08,133.87,1.54E-05,0.4672,0.0009758,4.228,0.00137,73370,42.12,1901,29.82,0.01002,1360,237,,,5767,161,4.33,0.23,1.074,0.37,AFP
11404644,1,,5.9026,2.30E-07,136.389,3.05E-05,0.2112,0.004901,5.571,0.002471,55730,24.64,2457,26.01,0.009158,1120,271,,,6184,205,4.37,0.29,1.094,0.522,AFP
2831097,1,,0.931998,1.35E-05,132.344,0.00158466,0.0771,42.5,1.371,0.06028,434.5,78.18,7.014,5.887,3.563,3850,649,,,7943,303,3.83,0.26,2.793,0.918,UNK
10130039,1,,12.758,2.87E-05,133.96,0.00184083,0.4495,2.854,4.134,0.1636,194.2,5.491,34.42,1.549,0.5602,823,72.2,,,5782,117,4.34,0.13,1.095,0.187,PC
10426656,3,,2.97135,1.06E-05,134.39,0.00216172,0.3298,6.925,2.613,0.09708,217.1,11.25,21.81,1.243,0.8211,1120,378,,,5300,179,4.47,0.46,0.849,0.572,PC
10221505,1,,3.43631,9.48E-06,132.431,0.00123693,0.9045,0.5002,0.7737,0.369,411.8,49.36,13.52,1.617,0.8958,945,61.8,,,5201,161,4.62,0.06,0.651,0.075,PC
5976681,1,,0.585152,5.15E-06,131.667,0.000950208,0.9904,0.01532,1.195,0.07662,523,32.59,22.69,8.902,2.332,4150,829,,,7865,314,3.95,0.25,2.41,0.945,AFP
5738634,1,,2.40435,1.46E-05,133.227,0.0044374,0.991,0.007005,3.115,0.1916,76.61,4.503,26.26,1.392,0.3006,1500,306,,,6116,185,4.37,0.27,1.079,0.437,AFP
9491339,2,,0.72145,1.28E-05,131.876,0.00268146,0.4994,3.355,1.397,0.3287,75.96,13.92,8.367,73.03,68.83,10900,1800,,,3735,109,0.85,0.03,84.37,27.46,AFP
7830637,1,,121.599,2.64E-05,211.48,0.000163661,0.5497,0.002492,11.11,0.01106,52100,46.16,1220,20.13,0.014,358,74,,,6036,172,4.55,0.3,0.847,0.347,AFP
6633952,1,,0.752551,9.25E-06,131.513,0.00323234,0.7011,2.753,2.493,3.093,89.1,11.58,10.75,0.9002,0.6645,2000,425,,,6077,207,4.53,0.3,0.891,0.374,UNK
7045605,2,,1.16224,8.98E-06,132.584,0.00259926,0.04352,90.22,3.693,2.376,34.13,3.358,14.01,1.138,0.7601,2780,827,,,7196,322,4.06,0.34,1.923,1.132,AFP
8586745,3,,0.989109,1.65E-05,132.221,0.00906538,0.9605,0.02679,2.316,0.6194,51.99,4.65,11.1,2.192,0.1557,2890,665,,,6198,217,3.81,0.4,2.398,1.089,UNK
6953047,3,,3.43384,3.04E-05,132.72,0.00572104,0.5533,2.472,6.397,0.8374,65.25,6.414,10.7,3.681,0.9736,3760,705,,,10577,438,3.69,0.3,4.326,1.583,AFP
7376983,4,,3.64828,1.21E-05,132.85,0.0022877,0.2848,9.177,1.941,0.1178,368.4,26.59,17.37,1.364,1.243,866,55.1,,,4750,190,4.6,0.06,0.729,0.072,PC
9549472,3,,15.7136,0.000332853,137.011,0.0210533,0.9994,0.05602,21.93,1.736,692.1,40.32,21.76,5.145,4.107,747,139,,,5843,163,4.4,0.25,1.006,0.369,AFP
8380088,1,,0.664859,5.59E-05,132.043,0.00862664,0.9009,1.575,2.172,15,5.69,3.606,1.937,0.4784,0.564,3120,948,,,6988,248,4.12,0.34,1.725,1.041,UNK
9175104,1,,0.828353,9.70E-06,132.127,0.00372343,0.3,10.52,3.431,3.735,25.5,3.045,10.9,1.725,1.116,3710,829,,,6582,270,3.62,0.38,3.366,1.48,UNK
4754831,3,,5.92537,6.27E-05,133.067,0.00809834,0.8906,0.1532,9.613,0.7911,66.64,6.757,11.48,1.43,0.188,1310,374,,,6297,191,4.16,0.3,1.506,0.855,AFP
11622985,1,,18.0242,0.000108092,144.285,0.00487527,0.487,6.995,3.427,0.7383,484.6,30.74,16.08,2.052,1.929,683,139,,,5955,182,4.52,0.29,0.91,0.367,PC
9893463,1,,0.691287,1.02E-05,131.916,0.00391762,0.07999,114.3,2.869,7.463,59.74,7.474,10.26,0.7198,1.384,2060,305,,,5988,177,4.51,0.22,0.934,0.272,AFP
11081490,1,,0.578272,4.66E-06,131.574,0.000573491,0.5,0.9615,1.499,0.1117,215.8,12.06,24.71,3.839,0.3721,4880,989,,,9423,401,4.02,0.24,2.496,0.989,AFP
11199228,3,,2.04327,2.25E-05,132.189,0.00488303,0.9004,0.4936,3.518,1.765,19.62,2.51,9.251,1.163,0.3588,3050,1050,,,9315,409,4.08,0.36,2.281,1.56,NTP
4037476,1,,0.995119,1.38E-05,132.085,0.00528664,0.5522,2.275,3.407,1.717,18.24,2.347,9.281,1.787,0.5531,4110,762,,,7348,296,3.55,0.28,4.006,1.45,UNK
4484251,1,,1.92767,1.91E-05,133.401,0.00440429,0.01587,280.6,6.25,4.736,36.62,4.5,9.793,1.169,0.9351,2270,488,,,6785,222,4,0.25,1.915,0.815,AFP
8650819,1,,0.637374,9.92E-06,131.814,0.00178292,0.9,0.3572,1.5,0.6211,314.3,37.94,11.33,5.742,1.774,4060,692,,,7355,308,3.81,0.26,2.753,0.911,AFP
9873869,1,,4.99477,2.46E-08,136.174,3.93E-06,0.4248,0.0001286,4.484,0.0002465,260900,17.81,20440,62.99,0.002974,1260,246,,,6253,183,4.27,0.23,1.181,0.454,UNK
12208157,1,,1.44366,1.07E-05,132.74,0.00252206,0.9015,0.2769,2.41,0.5975,31.01,3.467,10.87,1.344,0.3013,2600,531,,,6666,250,3.88,0.36,2.068,0.831,UNK
7748238,1,,1.06476,6.34E-06,132.153,0.000646076,0.152,8.539,1.849,0.09732,76.95,7.247,14.35,1.678,0.3705,2870,439,,,7244,151,4.06,0.2,1.882,0.57,AFP
4484252,3,,0.771103,1.10E-05,131.858,0.00701547,0.9761,0.01009,1.475,0.224,43.25,4.219,11.37,1.466,0.08566,2870,834,,,6753,286,4.12,0.33,1.717,0.986,UNK
11516242,1,,459.076,0.0145399,260.418,0.0263144,0.4562,9.684,11.18,1.935,262.1,62.65,4.649,2.799,4.326,278,108,,,5099,154,3.92,0.63,1.725,1.331,NTP
9641041,1,,2.17813,3.02E-06,132.032,0.000634131,0.6999,0.3406,1.629,0.02883,93.1,2.644,44.88,1.045,0.09295,1520,333,,,6283,188,4.46,0.3,1.01,0.439,AFP
9634821,3,,8.56269,1.83E-05,132.506,0.00176128,0.1651,13.31,1.485,0.1135,593.4,29.06,22.27,2.202,1.533,768,504,,,5029,214,4.43,0.65,0.93,1.217,PC
11810124,1,,11.6046,7.62E-05,139.052,0.00519894,0.02453,223.2,3.387,0.467,278.6,20.85,14.07,1.416,1.56,784,177,,,5881,175,4.48,0.29,0.848,0.379,PC
7300387,1,,0.713675,1.52E-05,131.662,0.00690869,0.9483,0.2281,1.788,2.512,113,22.9,6.449,4.752,1.78,4360,899,,,7217,302,3.59,0.33,3.599,1.454,AFP
8976195,1,,1.15463,1.26E-05,132.188,0.00365912,0.3018,9.023,2.776,0.8534,22.74,3.222,8.828,1.18,0.653,2920,609,,,6623,241,3.83,0.34,2.436,1.001,AFP
7091610,1,,459.192,0.00995134,260.313,0.016361,0.7512,0.58,11.68,1.2,450.8,143,3.593,98.06,36.5,986,140,,,4107,117,1.45,0.03,42.12,11.74,NTP
8560194,1,,539.003,0.0198914,417.15,0.0284398,0.2906,18.43,14.71,4.022,681.4,102.7,7.268,2.15,3.305,194,37.7,,,5255,182,4.49,0.33,0.834,0.319,UNK
8167978,1,,22.0528,1.10E-05,151.552,0.000411401,0.9818,0.0402,5.542,0.03299,14370,54.75,322.1,14.92,2.218,553,101,,,5514,208,4.61,0.2,0.743,0.265,AFP
10521496,1,,2.60759,2.42E-05,133.801,0.00471413,0.1135,37.64,8.557,6.601,27.43,3.439,8.878,1.272,0.9674,2350,438,,,7209,284,3.9,0.23,2.404,0.875,AFP
2575964,1,,0.655447,6.91E-06,131.752,0.00126431,0.7008,1.112,1.814,0.5829,149.6,14.32,14.91,1.309,0.4497,2100,0.00737,,,5780,0,4.44,0,1,0,AFP
4075172,2,,0.5973,1.02E-05,131.593,0.00132298,0.2489,9.343,1.641,0.507,54.01,7.136,9.657,1.558,0.6382,3820,641,,,7563,318,3.98,0.24,2.073,0.674,AFP
10990886,1,,11.0235,7.57E-06,138.044,0.000533576,0.7592,0.1536,1.527,0.1175,5503,96.2,67.26,4.472,0.3416,438,18,,,3805,98,4.72,0.04,0.548,0.035,PC
5981039,1,,0.612727,1.07E-05,132.123,0.00182352,0.9,1.049,0.793,0.1386,217.2,43.1,10.45,4.014,3.219,3680,971,,,7154,310,3.95,0.3,2.32,1.207,AFP
5622759,1,,1.86832,1.53E-05,132.019,0.00365176,0.5,1.706,5.851,1.412,29.04,2.616,11.65,1.778,0.378,2770,680,,,6544,239,3.63,0.44,3.194,1.548,AFP
3247268,2,,12.2183,1.12E-05,140.321,0.000723198,0.6744,0.3866,2.616,0.1708,1849,23.83,81.83,4.934,0.5262,835,75,,,5822,120,4.35,0.13,1.081,0.189,PC
6071684,3,,0.812325,7.56E-06,131.942,0.00332935,0.9825,0.05888,1.944,0.6641,559.5,40.73,16.03,5.773,4.924,2770,675,,,6529,221,4.07,0.26,1.677,0.811,UNK
2832753,1,,3.5511,2.60E-05,134.926,0.00447531,0.1117,35.21,5.849,0.8887,45.02,4.815,10.72,1.169,0.8342,1760,425,,,6806,238,4.09,0.27,1.726,0.823,AFP
6975129,2,,1.77246,5.08E-06,132.085,0.00122632,0.9,0.2369,2.376,0.1742,75.13,3.891,23.37,1.179,0.2495,1690,182,,,6244,151,4.4,0.15,1.154,0.242,PC
11548888,1,,5.49023,0.00018588,133.451,0.0264357,0.01395,514.6,17.29,19.46,61.88,8.511,8.542,1.602,2.012,1640,511,,,7016,321,4.05,0.36,2.017,1.245,AFP
4482738,1,,0.866357,5.53E-06,132.057,0.000884195,0.9,0.3312,1.22,0.1239,111.8,8.06,18.36,7.238,2.689,3710,75.2,,,4943,85,3.05,0.01,5.62,0.12,AFP
11391636,1,,0.542574,7.02E-06,131.945,0.00121477,0.1,29.95,1.34,0.4115,42,3.849,17.04,0.5175,0.4781,1800,2020,,,4922,143,4.5,0.9,0.823,1.854,NTP
4576280,1,,1.71501,1.80E-05,132.262,0.00541159,0.224,17.47,5.585,4.237,21.54,2.012,11.61,1.635,1.18,3360,593,,,7717,316,3.67,0.27,3.472,1.192,NTP
10422241,2,,1.21844,7.98E-06,132.396,0.00193448,0.7049,0.7497,1.837,0.1302,49.68,4.728,13.48,1.452,0.2583,2970,964,,,8037,319,4.13,0.38,1.917,1.233,NTP
11520150,1,,3.6802,6.06E-05,134.427,0.0106063,0.4599,3.976,11.65,5.504,30.33,4.084,7.478,1.175,0.4663,1940,483,,,7094,306,4,0.28,2.067,1.014,NTP
6387257,2,,0.578652,6.80E-06,131.613,0.00108146,0.9001,0.6282,0.5789,0.2416,506.2,74.37,17.06,6.422,3.318,3770,734,,,6877,280,3.85,0.32,2.377,0.905,AFP
8345384,1,,42.1005,9.90E-05,143.025,0.00194247,0.5764,2.476,1.091,0.08976,205.2,13.51,17.43,1.24,0.6244,470,32.8,,,5601,122,4.56,0.11,0.83,0.11,PC
7778108,3,,2.47136,2.71E-05,131.537,0.0064819,0.3945,10.15,5.696,2.511,67.28,8.961,8.542,0.8048,0.7382,1430,264,,,6122,203,4.42,0.26,0.963,0.35,AFP
11760312,2,,0.929541,1.02E-05,132.03,0.0019155,0.2973,6.681,1.968,0.3096,52.25,6.739,9.136,1.068,0.3893,2670,990,,,7299,338,4.27,0.41,1.444,1.061,AFP
7211635,1,,0.568862,3.54E-05,131.699,0.0139548,0.1119,223.9,3.015,36.68,16.32,8.34,3.049,0.4617,2.209,2560,593,,,6463,279,4.39,0.28,1.136,0.517,UNK
10662202,2,,5.04417,2.54E-05,132.519,0.00352148,0.9315,0.3784,1.861,0.844,174.7,19.12,10.13,0.8709,0.5133,699,32.5,,,4722,144,4.72,0.05,0.527,0.037,PC
11521048,1,,25.7028,1.93E-05,143.42,0.000627857,0.9898,0.06256,3.125,0.04891,5940,56.84,113.5,11.29,3.836,563,123,,,5532,182,4.49,0.27,0.835,0.361,AFP
8015907,1,,2.75235,1.56E-06,132.727,0.000306154,0.9,0.03324,2.113,0.06416,632.2,7.584,101.1,3.511,0.1223,1400,269,,,5749,164,4.3,0.23,1.17,0.445,PC
10984090,1,,51.0793,6.67E-05,134.101,0.0011088,0.691,0.1931,6.5,0.1554,736.6,7.226,102.2,2.954,0.167,503,47.5,,,5833,120,4.41,0.15,1.022,0.188,PC
8524481,1,,0.784283,1.14E-05,132.205,0.00496185,0.9,0.5482,2.56,5.484,39.84,4.797,10.34,0.7501,0.3889,1980,0.00957,,,5780,0,4.44,0,1,0,AFP
9101496,2,,67.8453,0.000716492,149.486,0.00877316,0.7779,0.3896,12.3,0.7339,255.9,18.71,13.75,3.184,0.5565,592,63.4,,,5878,111,4,0.16,1.812,0.382,UNK
8509469,1,,1.73646,1.38E-05,132.316,0.00318443,0.9081,0.4669,1.928,0.3268,24.36,3.491,8.84,0.9499,0.385,2130,612,,,6668,235,4.14,0.32,1.637,0.934,UNK
8365739,2,,2.38929,0,133.221,0,0.1,0,3.5,0,2159,0,-1,4.428,0,1340,0,,,5594,172,4.39,0.26,0.964,0.389,AFP
7816665,1,,4.29257,2.32E-05,131.779,0.00407062,0.614,4.303,3.041,0.4186,272.7,20.93,14.28,1.668,1.405,1160,210,,,6137,223,4.49,0.26,0.963,0.341,AFP
8359498,1,,3.57878,1.41E-07,134.03,2.53E-05,0.356,0.02735,2.939,0.006421,11460,7.294,1776,10.62,0.03118,1150,43.2,,,5524,109,4.42,0.05,0.994,0.064,PC
5792102,1,,0.600568,0.000189694,131.652,0.0685398,0.9,1.854,1.8,12.56,0.9752,2.127,0.6109,0.1111,0.2267,2120,455,,,5843,176,4.49,0.3,0.948,0.402,AFP
1577912,2,,0.781821,1.75E-05,132.274,0.00983576,0.9975,0.1195,1.245,1.363,145.8,19.87,14,5.343,20.14,4250,631,,,8961,389,3.99,0.2,2.519,0.715,UNK
5003117,2,,37.608,9.50E-05,132.132,0.00208047,0.09234,20.82,6.067,0.5133,704.8,13.96,54.69,2.347,1.07,509,102,,,5600,154,4.48,0.27,0.896,0.357,AFP
6290382,3,,0.622146,1.28E-05,131.53,0.00134592,0.1919,11.98,1.995,0.796,68.19,12.39,7.645,1.504,0.5952,3350,961,,,7229,330,4.1,0.32,1.791,1.014,UNK
6786037,3,,6.2171,2.98E-05,131.724,0.0036803,0.6721,1.747,3.634,0.2546,174.8,9.836,18.59,1.271,0.5627,976,206,,,5960,183,4.52,0.3,0.906,0.378,PC
7877496,1,,1.72086,6.82E-08,133.022,1.63E-05,0.752,0.003074,2.029,0.003418,10220,8.383,1708,13.28,0.01965,1640,67.9,,,5717,123,4.29,0.05,1.201,0.085,PC
8972966,2,,0.990531,7.71E-06,131.664,0.00224045,0.1,52.09,2.019,0.5144,206.1,21.14,13.04,4.365,4.03,3890,648,,,7884,313,3.76,0.28,3.002,0.972,AFP
10155029,1,,2.13165,8.86E-06,133.136,0.00191924,0.7017,0.709,1.915,0.07911,50.12,3.794,15.78,0.7558,0.1615,1440,136,,,5849,121,4.43,0.15,0.997,0.184,PC
5192090,1,,1.92865,1.99E-05,133.255,0.00510444,0.3028,10.37,3.682,0.7822,31.74,3.882,9.111,0.6435,0.4017,1760,327,,,6689,203,4.39,0.24,1.123,0.412,UNK
6545986,2,,0.545194,1.55E-05,131.803,0.00133339,0.8903,0.3203,1.406,0.8698,46.32,8.685,6.524,1.063,0.2742,2790,802,,,6407,198,4.25,0.31,1.342,0.766,AFP
9051650,3,,5.32094,0.000121066,136.445,0.0149964,0.8485,0.5879,10.12,3.479,12.51,1.476,9.338,0.6128,0.1909,1420,423,,,6632,235,4.19,0.33,1.535,0.91,AFP
5476671,2,,0.824183,8.41E-06,132.105,0.00155381,0.8867,0.4687,1.028,0.1169,81.89,9.912,12.74,0.9417,0.3473,1920,396,,,5978,176,4.51,0.29,0.888,0.363,AFP
8218803,1,,359.045,19.018,219.616,27.4735,0.512,8253,6.635,1132,1.72,2526,0.04399,1.744,3118,683,246,,,4193,149,2.17,0.32,13.36,9.562,NTP
8892910,1,,10.8101,1.73E-06,132.952,0.000130965,0.9543,0.003957,4.465,0.009947,6163,10.76,740.7,14.31,0.2953,985,318,,,6211,199,4.27,0.33,1.284,0.826,AFP
6267414,1,,459.267,0.00615409,260.315,0.00919122,0.0009395,6054,3.649,0.379,426.5,305.8,3.869,24.07,51.96,609,224,,,4216,163,2.24,0.34,12.39,9.048,NTP
8779047,2,,2.20434,2.00E-05,132.23,0.00328306,0.9,0.1878,4.727,1.145,90.65,21.45,4.908,1.942,0.42,1970,448,,,6324,223,4.03,0.29,1.742,0.783,AFP
10678547,2,,3.21064,3.67E-05,131.804,0.00785508,0.9793,0.01637,4.777,0.1877,484.2,53.49,10.5,7.766,1.785,2560,432,,,8402,359,3.93,0.21,2.627,0.856,UNK
11662184,1,,27.5721,0.000177954,145.401,0.0055107,0.1024,62.67,5.184,0.9274,286.4,17.24,19.16,1.357,1.75,570,104,,,5977,167,4.58,0.25,0.801,0.288,PC
