kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
9851943,1,,1.08197,5.68E-06,131.512,0.00210986,0.01418,212,3.583,1.844,184,9.585,23.22,0.9432,0.8131,1360,100,,,4938,151,4.57,0.07,0.718,0.096,AFP
8394721,4,,81.0628,0.000455778,139.544,0.00467177,0.118,63.27,3.216,0.7587,397.5,30.47,13.89,2.642,4.055,511,69.3,,,6198,138,4.24,0.17,1.324,0.354,PC
5282345,1,,357.001,0.0194709,373.112,0.0460162,0.9155,0.0658,20.2,2.073,508.1,108,5.562,2.654,0.3621,263,54.5,,,5985,179,4.46,0.29,0.982,0.403,NTP
6462863,2,,54.32,4.35E-05,161.243,0.000735977,0.2402,0.5378,8.539,0.1008,1974,13.73,164.1,5.94,0.1699,584,77.8,,,6181,136,4.23,0.16,1.331,0.35,PC
9970396,1,,235.298,0.0010476,357.544,0.00318907,0.006195,0.9657,75.42,0.1996,55580,214.6,424.9,127.4,0.3558,585,169,,,4894,123,2.97,0.36,5.568,3.202,UNK
3336845,2,,0.996861,9.30E-06,131.6,0.00164964,0.7073,1.14,0.9686,0.06892,45.02,5.922,10.7,0.5671,0.2146,1590,287,,,5418,174,4.52,0.23,0.782,0.278,AFP
12356914,4,,436.628,0.0358019,362.133,0.043805,0.0245,454.9,9.027,13.25,5254,2146,24.92,5.313,13.25,208,35.7,,,5541,192,4.57,0.19,0.739,0.249,NTP
9529073,3,,0.730257,1.56E-05,131.996,0.0012453,0.8989,0.2559,1.535,0.3754,193.6,30.93,12.82,3.286,0.6786,3340,996,,,7274,311,4.04,0.34,2.036,1.203,AFP
4270987,1,,3.9004,3.51E-05,132.553,0.00561168,0.6999,0.7671,9.88,1.976,35.68,3.707,9.624,1.175,0.2106,1850,383,,,7177,302,4.04,0.23,1.836,0.744,AFP
3239945,3,,7.40612,1.47E-05,134.075,0.001539,0.9129,0.064,3.14,0.2291,428,10.31,44.13,1.833,0.1639,684,28,,,4786,106,4.61,0.05,0.71,0.049,PC
7848324,1,,0.541525,3.82E-05,132.049,0.0103617,0.8998,1.534,1.807,12.83,1.139,0.5509,2.836,0.2543,0.2714,4030,1200,,,8057,327,4.08,0.35,2.053,1.214,UNK
11751652,1,,585.57,0.0135579,241.462,0.0158912,0.8537,0.5107,10.59,1.883,159.3,43.6,3.547,2.08,0.7302,277,74.2,,,6185,182,4.15,0.27,1.451,0.772,NTP
7983320,1,,1.21046,1.36E-05,132.668,0.00479525,0.4664,7.593,4.587,6.022,99.81,9.888,11.12,1.016,1.04,1710,0.00642,,,5780,0,4.44,0,1,0,AFP
2300529,2,,10.9384,0.00029995,135.192,0.0218204,0.9808,0.03552,10.45,0.7507,499.3,58.22,11.04,5.656,2.931,1290,430,,,7247,337,4.11,0.38,1.834,1.209,UNK
8126486,2,,3.79514,3.44E-05,133.772,0.0055892,0.6997,0.7412,12.9,4.444,89.22,5.572,15.69,1.056,0.1952,1320,322,,,6463,225,4.44,0.31,1.045,0.505,AFP
9291275,2,,0.500666,9.31E-06,131.608,0.00212443,0.6989,1.652,1.652,1.171,128.9,14.99,13.43,2.266,0.8855,4080,1000,,,8171,291,4.11,0.29,1.86,0.902,UNK
10097149,1,,0.542445,1.44E-05,131.574,0.0038508,0.1,94.61,1.998,4.322,21.97,4.421,7.741,0.8952,1.448,3590,987,,,7244,334,4.06,0.31,1.882,1.02,NTP
9824928,1,,1.70002,1.82E-05,131.624,0.00559863,0.002013,1822,3.282,0.7581,86.22,11.33,8.798,0.5015,0.5096,934,56.5,,,4289,142,4.68,0.06,0.554,0.056,PC
5374838,1,,230.179,0.00127025,230.058,0.00431358,0.1963,1.48,13.28,0.4693,3623,69.83,55.48,6.073,0.3845,313,65.5,,,6085,212,4.44,0.28,1.007,0.415,PC
8316195,1,,4.6019,4.75E-05,134.976,0.00782066,0.5061,3.021,13.94,5.411,63.73,7.391,8.743,1.241,0.4189,1580,579,,,7194,296,4.23,0.4,1.498,1.091,AFP
2569494,1,,1.52333,3.76E-07,132.312,0.000111287,0.001521,2.221,4.571,0.008709,157200,407.2,511.3,33.87,0.05543,1400,288,,,5311,215,4.47,0.28,0.866,0.348,AFP
5962262,1,,8.61745,6.31E-05,133.511,0.00592811,0.2971,18.99,2.768,0.2488,137.5,13.68,10.66,0.7607,1.257,668,47.7,,,5013,152,4.63,0.06,0.657,0.085,PC
11391667,1,,0.541867,7.42E-08,131.971,1.11E-05,0.9013,0.000747,1.353,0.000858,7278,7.841,1645,9.836,0.01745,2200,630,,,5619,158,4.38,0.35,0.946,0.539,AFP
6935020,2,,2.48639,3.67E-05,131.845,0.00892944,0.8973,0.3986,6.358,5.935,16.58,1.975,8.646,0.5486,0.1848,1520,469,,,6217,202,4.36,0.34,1.149,0.703,AFP
9958387,1,,237.787,0.000918004,196.971,0.00288098,0.9523,0.003509,10.42,0.1535,1622,33.75,81.9,5.664,0.09752,342,89.4,,,6400,208,4.36,0.3,1.123,0.582,PC
9593773,1,,3.1339,1.60E-05,133.554,0.00341178,0.7039,1.999,4.312,0.2115,189.7,10.48,19.54,1.508,0.8368,1320,297,,,6147,219,4.46,0.3,1.023,0.454,AFP
10215869,1,,5.01723,2.58E-07,134.491,3.19E-05,0.001016,0.5102,4.415,0.001495,175300,53.07,3950,47.01,0.009879,1250,291,,,6520,261,4.39,0.29,1.107,0.509,AFP
6460857,1,,0.558178,2.68E-05,131.633,0.005186,0.4913,3.704,2.159,1.717,11.44,4.143,3.81,0.6986,0.3429,3320,658,,,6343,213,3.92,0.33,2.003,0.782,UNK
5802398,2,,0.988933,3.18E-05,131.995,0.0119566,0.9053,1.094,2.877,11.66,10.06,2.438,4.875,0.4308,0.3835,2240,467,,,6638,229,4.34,0.26,1.161,0.478,AFP
6351097,1,,12.4913,6.51E-05,136.309,0.00417903,0.3085,10.99,2.738,0.2518,183.2,12.49,14.66,1.238,1.014,763,156,,,5753,161,4.46,0.27,0.911,0.369,AFP
10191036,1,,1.21368,7.33E-06,131.778,0.00216091,0.4075,2.077,3.691,0.6844,22.39,1.605,16.12,0.5356,0.1072,1940,485,,,6241,181,4.36,0.3,1.11,0.552,AFP
9693282,3,,0.757781,0,132.22,0,0.1,0,1.5,0,172,0,-1,3.985,0,3800,0,,,6964,305,3.72,0.3,2.998,1.053,UNK
6922834,1,,414.754,0.0179476,191.607,0.0264856,0.8213,1.377,8.594,1.442,82.83,40.66,2.327,5.031,4.33,444,150,,,4959,119,3.17,0.38,4.875,3.287,NTP
10880507,1,,6.48021,3.92E-05,132.861,0.00442863,0.6962,2.225,3.298,0.3089,149.5,11.01,13.85,1.029,0.6795,873,163,,,5662,162,4.58,0.23,0.789,0.291,PC
5738431,1,,1.1471,1.88E-05,132.522,0.00621574,0.8942,0.7551,3.054,4.796,76.43,14.42,6.513,0.9903,0.7678,1580,296,,,5318,194,4.44,0.24,0.943,0.346,AFP
10489373,1,,1.02306,2.57E-05,132.075,0.00517435,0.5,8.595,1.997,0.6419,213.9,66.89,4.018,4.858,4.877,4040,702,,,8118,322,3.73,0.28,3.201,1.083,UNK
3448130,1,,78.5462,0.000470266,144.068,0.00434079,0.2627,9.248,8.744,1.094,669.9,25.08,26.61,2.526,1.383,434,92.4,,,6032,185,4.49,0.3,0.973,0.41,PC
5435597,2,,1.60457,3.21E-05,131.94,0.00667284,0.837,0.8044,5.755,8.892,17.27,3.251,5.227,0.9744,0.3791,2450,500,,,6703,200,3.96,0.24,2.091,0.844,AFP
7515679,3,,0.615217,0,131.605,0,0.1,0,1.5,0,1218,0,-1,14.31,0,4860,0,,,7358,310,3.54,0.32,4.037,1.565,UNK
10796473,1,,0.969912,1.10E-05,132.172,0.00246219,0.8997,0.7642,1.299,0.3849,57.6,8.672,9.296,0.9219,0.6026,1980,485,,,6225,204,4.45,0.31,1.031,0.5,AFP
9887224,1,,0.874651,3.66E-06,132.253,0.000955829,0.1,23.31,1.901,0.3232,94.39,4.539,27.63,0.787,0.5237,1600,454,,,5099,170,4.49,0.56,0.832,0.47,AFP
5780269,1,,4.39695,2.84E-05,134.745,0.00413184,0.185,12.34,8.549,1.244,42.6,5.279,8.367,0.4763,0.29,900,86.9,,,5243,164,4.61,0.11,0.744,0.136,UNK
6137779,1,,21.5325,0.000181685,131.881,0.00670061,0.73,1.399,4.23,0.3651,95.53,9.959,9.294,1.487,0.5654,876,239,,,6737,245,4.23,0.3,1.41,0.763,AFP
8580028,2,,3.71782,4.33E-05,134.204,0.00780119,0.6316,2.699,5.262,0.6258,50.16,5.597,9.283,2.331,1.129,2500,411,,,7742,304,3.73,0.27,3.116,0.996,AFP
9364192,1,,0.584219,0,131.913,0,0.1,0,2,0,1221,0,-1,9.994,0,4670,0,,,8156,323,3.8,0.28,2.827,0.919,AFP
8827572,3,,2.69642,2.06E-05,131.897,0.00425839,0.714,0.777,8.165,2.643,47.63,3.975,13.66,1.282,0.239,2030,643,,,7302,327,4.14,0.35,1.728,1.081,AFP
9229342,3,,5.45143,0.000114311,133.602,0.0161846,0.7005,2.556,9.971,2.912,69.04,9.792,7.049,2.658,1.584,2240,359,,,8258,344,3.83,0.25,2.986,0.924,AFP
10098534,1,,41.8115,0.000410742,166.524,0.00765031,0.6973,6.841,2.149,1.357,387,58.2,7.385,1.707,3.387,483,121,,,5593,196,4.48,0.33,0.812,0.402,UNK
11811140,1,,0.807245,1.12E-05,132.033,0.0034378,0.898,0.4913,2.422,3.973,16.12,1.734,10.62,0.7882,0.2821,2920,945,,,7056,256,4.15,0.37,1.693,1.09,UNK
8874090,1,,13.324,5.34E-05,135.243,0.0033266,0.7007,1.268,3.369,0.6105,772.1,36.66,22.55,1.335,0.4794,378,49.4,,,3750,315,4.81,0.12,0.45,0.09,PC
5122112,1,,3.05517,2.57E-07,134.437,4.43E-05,0.9225,0.007324,1.618,0.008252,8921,25.71,551.5,12.07,0.3359,1360,259,,,6237,208,4.43,0.27,0.987,0.37,AFP
7031767,1,,0.566754,1.12E-05,131.87,0.00310184,0.3644,8.059,2.111,1.897,25.58,3.56,10.21,0.4626,0.3679,2070,426,,,5674,154,4.51,0.29,0.911,0.371,NTP
5392514,1,,0.53685,1.26E-05,131.803,0.00319984,0.7078,1.8,1.67,1.278,56.7,9.322,8.85,0.6547,0.34,2100,481,,,5818,185,4.53,0.29,0.81,0.367,UNK
9785454,1,,184.52,5.49E-05,237.699,0.000216749,0.8912,0.008766,15.38,0.01841,49430,48.39,1510,23.65,0.4456,275,230,,,5341,182,4.51,0.79,0.776,1.293,AFP
